household_id,income_bracket,household_size,has_children,is_glp1_user,glp1_start_month,discontinued
3685,100-125K,1,False,False,,False
3686,75-100K,1,False,False,,False
3687,125K+,3,True,False,,False
3688,50-75K,1,True,True,1.0,False
3689,<50K,2,False,False,,False
3690,<50K,2,False,False,,False
3691,125K+,2,False,False,,False
3692,75-100K,3,False,False,,False
3693,100-125K,3,False,False,,False
3694,50-75K,2,False,False,,False
3695,50-75K,2,False,False,,False
3696,<50K,2,False,False,,False
3697,125K+,4,False,True,8.0,True
3698,75-100K,2,False,False,,False
3699,125K+,1,False,False,,False
3700,50-75K,3,True,False,,False
3701,75-100K,2,False,False,,False
3702,100-125K,4,True,False,,False
3703,50-75K,2,False,False,,False
3704,125K+,3,False,False,,False
3705,125K+,1,True,False,,False
3706,125K+,2,False,False,,False
3707,100-125K,2,True,False,,False
3708,50-75K,4,False,False,,False
3709,50-75K,5,False,False,,False
3710,125K+,2,False,True,12.0,True
3711,<50K,4,False,False,,False
3712,100-125K,3,False,False,,False
3713,100-125K,5,True,False,,False
3714,75-100K,4,False,False,,False
3715,125K+,1,False,False,,False
3716,50-75K,3,False,False,,False
3717,50-75K,2,False,False,,False
3718,<50K,1,True,True,3.0,True
3719,50-75K,1,True,False,,False
3720,50-75K,4,False,True,2.0,False
3721,50-75K,4,True,True,2.0,False
3722,125K+,4,False,False,,False
3723,125K+,5,False,False,,False
3724,<50K,4,False,False,,False
3725,50-75K,1,True,False,,False
3726,125K+,2,False,False,,False
3727,<50K,1,True,False,,False
3728,<50K,1,False,True,5.0,False
3729,<50K,1,False,False,,False
3730,75-100K,2,True,False,,False
3731,<50K,4,True,False,,False
3732,125K+,4,True,False,,False
3733,50-75K,2,False,True,6.0,False
3734,75-100K,4,False,False,,False
3735,50-75K,2,False,False,,False
3736,75-100K,4,False,False,,False
3737,75-100K,2,False,False,,False
3738,100-125K,1,True,False,,False
3739,100-125K,4,True,False,,False
3740,75-100K,2,False,False,,False
3741,125K+,2,True,False,,False
3742,100-125K,2,False,False,,False
3743,100-125K,3,True,False,,False
3744,<50K,5,False,False,,False
3745,<50K,1,False,True,11.0,False
3746,<50K,4,False,True,2.0,True
3747,75-100K,1,False,False,,False
3748,50-75K,2,False,True,6.0,False
3749,50-75K,1,False,False,,False
3750,125K+,3,True,False,,False
3751,125K+,1,False,False,,False
3752,125K+,2,True,False,,False
3753,50-75K,2,True,False,,False
3754,100-125K,1,False,False,,False
3755,50-75K,3,False,False,,False
3756,<50K,1,False,False,,False
3757,<50K,1,False,False,,False
3758,50-75K,1,False,False,,False
3759,50-75K,2,False,False,,False
3760,125K+,3,False,False,,False
3761,<50K,1,False,False,,False
3762,100-125K,1,True,False,,False
3763,75-100K,2,False,False,,False
3764,50-75K,2,False,True,1.0,False
3765,75-100K,4,True,False,,False
3766,50-75K,3,False,False,,False
3767,75-100K,2,False,False,,False
3768,50-75K,2,True,False,,False
3769,<50K,3,False,False,,False
3770,<50K,4,True,False,,False
3771,75-100K,2,False,False,,False
3772,125K+,3,False,False,,False
3773,50-75K,3,True,False,,False
3774,100-125K,2,True,False,,False
3775,75-100K,2,True,False,,False
3776,125K+,3,True,False,,False
3777,125K+,1,False,False,,False
3778,75-100K,3,False,False,,False
3779,75-100K,4,True,True,9.0,True
3780,125K+,4,False,False,,False
3781,50-75K,2,False,True,4.0,True
3782,50-75K,1,True,False,,False
3783,<50K,1,False,True,5.0,True
3784,125K+,3,False,False,,False
3785,100-125K,4,True,True,3.0,True
3786,<50K,3,False,True,6.0,False
3787,75-100K,1,False,False,,False
3788,50-75K,5,True,False,,False
3789,<50K,5,False,True,1.0,True
3790,125K+,2,False,False,,False
3791,<50K,2,True,False,,False
3792,<50K,3,False,False,,False
3793,75-100K,3,True,False,,False
3794,100-125K,5,False,False,,False
3795,<50K,1,True,False,,False
3796,75-100K,2,False,False,,False
3797,75-100K,3,False,False,,False
3798,<50K,4,False,False,,False
3799,<50K,4,True,False,,False
3800,75-100K,5,False,False,,False
3801,50-75K,2,True,False,,False
3802,125K+,4,False,False,,False
3803,100-125K,2,True,False,,False
3804,125K+,2,False,False,,False
3805,50-75K,1,True,False,,False
3806,125K+,4,False,False,,False
3807,50-75K,5,False,False,,False
3808,50-75K,1,False,True,7.0,False
3809,<50K,1,False,False,,False
3810,<50K,4,False,False,,False
3811,100-125K,2,False,False,,False
3812,50-75K,5,False,False,,False
3813,50-75K,1,False,False,,False
3814,75-100K,1,False,False,,False
3815,50-75K,2,False,True,8.0,False
3816,75-100K,1,False,False,,False
3817,50-75K,1,True,True,3.0,False
3818,125K+,1,False,False,,False
3819,125K+,1,False,False,,False
3820,75-100K,1,False,False,,False
3821,50-75K,5,False,False,,False
3822,50-75K,1,False,False,,False
3823,100-125K,2,False,False,,False
3824,50-75K,4,False,False,,False
3825,<50K,3,True,False,,False
3826,<50K,2,True,False,,False
3827,50-75K,3,False,False,,False
3828,75-100K,4,False,False,,False
3829,125K+,4,False,False,,False
3830,50-75K,3,True,False,,False
3831,50-75K,4,True,False,,False
3832,100-125K,2,False,False,,False
3833,125K+,1,False,False,,False
3834,50-75K,4,True,False,,False
3835,50-75K,2,False,False,,False
3836,50-75K,4,True,False,,False
3837,125K+,1,True,False,,False
3838,<50K,2,True,False,,False
3839,125K+,5,False,False,,False
3840,100-125K,1,False,False,,False
3841,75-100K,5,True,False,,False
3842,<50K,5,True,False,,False
3843,75-100K,4,False,False,,False
3844,50-75K,2,False,False,,False
3845,<50K,3,True,False,,False
3846,75-100K,4,False,False,,False
3847,125K+,3,True,True,2.0,False
3848,75-100K,3,True,False,,False
3849,100-125K,5,False,False,,False
3850,<50K,3,False,False,,False
3851,50-75K,5,False,False,,False
3852,<50K,1,False,False,,False
3853,75-100K,1,False,False,,False
3854,125K+,2,False,False,,False
3855,75-100K,2,True,True,12.0,False
3856,<50K,3,True,False,,False
3857,50-75K,1,False,False,,False
3858,75-100K,5,False,False,,False
3859,50-75K,2,False,False,,False
3860,125K+,2,False,False,,False
3861,100-125K,1,False,False,,False
3862,75-100K,2,False,False,,False
3863,50-75K,1,True,True,4.0,True
3864,50-75K,1,False,False,,False
3865,<50K,3,False,False,,False
3866,50-75K,1,False,False,,False
3867,50-75K,1,True,False,,False
3868,100-125K,4,False,False,,False
3869,75-100K,1,False,False,,False
3870,<50K,2,True,False,,False
3871,50-75K,1,True,False,,False
3872,<50K,2,True,False,,False
3873,<50K,3,False,True,8.0,True
3874,125K+,1,False,True,11.0,False
3875,<50K,4,True,False,,False
3876,50-75K,4,False,False,,False
3877,<50K,1,False,False,,False
3878,125K+,5,True,False,,False
3879,75-100K,2,False,False,,False
3880,50-75K,1,False,False,,False
3881,75-100K,1,False,False,,False
3882,100-125K,2,True,False,,False
3883,125K+,2,True,False,,False
3884,50-75K,2,True,True,8.0,True
3885,125K+,4,False,False,,False
3886,125K+,3,False,False,,False
3887,125K+,2,True,False,,False
3888,75-100K,3,False,False,,False
3889,75-100K,5,False,True,12.0,False
3890,50-75K,1,False,True,11.0,False
3891,100-125K,2,True,False,,False
3892,75-100K,2,False,False,,False
3893,100-125K,2,False,False,,False
3894,50-75K,2,False,True,8.0,False
3895,100-125K,2,False,True,2.0,False
3896,125K+,3,True,False,,False
3897,<50K,3,False,False,,False
3898,125K+,2,False,False,,False
3899,75-100K,1,False,False,,False
3900,125K+,2,True,False,,False
3901,50-75K,2,True,False,,False
3902,50-75K,2,False,False,,False
3903,125K+,4,False,False,,False
3904,50-75K,2,False,False,,False
3905,125K+,1,False,False,,False
3906,75-100K,2,False,True,4.0,False
3907,75-100K,4,False,False,,False
3908,50-75K,3,False,False,,False
3909,75-100K,2,False,True,10.0,False
3910,50-75K,1,False,False,,False
3911,<50K,2,False,False,,False
3912,50-75K,2,False,True,1.0,True
3913,<50K,5,True,False,,False
3914,125K+,3,False,False,,False
3915,125K+,3,True,False,,False
3916,50-75K,2,False,False,,False
3917,100-125K,2,False,False,,False
3918,50-75K,4,False,False,,False
3919,100-125K,2,False,False,,False
3920,100-125K,5,False,True,11.0,False
3921,125K+,2,False,False,,False
3922,50-75K,1,True,False,,False
3923,100-125K,3,False,False,,False
3924,50-75K,1,False,False,,False
3925,125K+,1,False,False,,False
3926,<50K,2,False,True,7.0,True
3927,75-100K,3,False,False,,False
3928,75-100K,2,False,False,,False
3929,100-125K,1,False,False,,False
3930,<50K,2,False,False,,False
3931,125K+,2,False,False,,False
3932,<50K,4,True,False,,False
3933,75-100K,2,False,True,10.0,False
3934,50-75K,3,True,False,,False
3935,50-75K,1,False,False,,False
3936,75-100K,3,True,False,,False
3937,50-75K,3,False,True,6.0,False
3938,<50K,4,False,False,,False
3939,<50K,1,False,False,,False
3940,50-75K,2,False,False,,False
3941,100-125K,3,False,False,,False
3942,125K+,1,False,False,,False
3943,<50K,2,False,True,11.0,True
3944,50-75K,5,False,False,,False
3945,<50K,2,False,False,,False
3946,<50K,5,False,False,,False
3947,75-100K,1,True,False,,False
3948,75-100K,3,True,False,,False
3949,<50K,2,True,False,,False
3950,50-75K,2,False,False,,False
3951,<50K,5,False,False,,False
3952,125K+,1,False,False,,False
3953,125K+,4,False,False,,False
3954,<50K,3,False,False,,False
3955,50-75K,1,False,False,,False
3956,125K+,4,False,False,,False
3957,125K+,2,True,True,7.0,False
3958,50-75K,4,False,False,,False
3959,<50K,2,False,False,,False
3960,<50K,4,True,False,,False
3961,75-100K,3,True,False,,False
3962,50-75K,1,False,False,,False
3963,<50K,3,False,False,,False
3964,75-100K,1,False,False,,False
3965,<50K,2,False,False,,False
3966,100-125K,1,False,True,10.0,True
3967,50-75K,1,True,False,,False
3968,<50K,1,True,False,,False
3969,75-100K,2,False,False,,False
3970,50-75K,2,False,False,,False
3971,125K+,2,False,False,,False
3972,75-100K,1,True,False,,False
3973,50-75K,3,True,False,,False
3974,100-125K,3,True,False,,False
3975,50-75K,2,False,True,12.0,False
3976,125K+,4,False,False,,False
3977,50-75K,3,True,False,,False
3978,75-100K,3,True,False,,False
3979,<50K,1,True,False,,False
3980,50-75K,1,False,False,,False
3981,125K+,4,False,False,,False
3982,100-125K,4,True,False,,False
3983,50-75K,1,False,True,5.0,False
3984,50-75K,2,False,False,,False
3985,100-125K,3,False,False,,False
3986,125K+,3,False,False,,False
3987,<50K,4,False,False,,False
3988,50-75K,1,False,True,6.0,False
3989,50-75K,2,True,False,,False
3990,125K+,1,False,True,12.0,False
3991,<50K,2,False,False,,False
3992,<50K,1,False,True,6.0,False
3993,100-125K,4,False,False,,False
3994,<50K,2,False,False,,False
3995,75-100K,4,False,False,,False
3996,50-75K,1,False,False,,False
3997,50-75K,1,False,False,,False
3998,50-75K,1,False,False,,False
3999,75-100K,2,False,True,6.0,True
4000,<50K,4,False,False,,False
4001,75-100K,2,False,False,,False
4002,100-125K,1,False,False,,False
4003,100-125K,1,False,False,,False
4004,<50K,1,False,False,,False
4005,<50K,3,False,False,,False
4006,50-75K,2,False,False,,False
4007,50-75K,3,False,False,,False
4008,50-75K,3,True,False,,False
4009,100-125K,1,False,False,,False
4010,<50K,1,True,False,,False
4011,<50K,3,True,False,,False
4012,50-75K,3,False,False,,False
4013,100-125K,2,False,False,,False
4014,<50K,1,True,False,,False
4015,75-100K,1,False,False,,False
4016,50-75K,2,False,False,,False
4017,125K+,1,False,False,,False
4018,125K+,1,False,False,,False
4019,50-75K,2,False,False,,False
4020,50-75K,1,False,False,,False
4021,50-75K,1,False,False,,False
4022,50-75K,4,True,False,,False
4023,100-125K,2,False,False,,False
4024,125K+,5,True,False,,False
4025,100-125K,2,False,True,9.0,True
4026,125K+,3,True,True,4.0,False
4027,50-75K,1,True,False,,False
4028,<50K,2,False,False,,False
4029,100-125K,1,False,False,,False
4030,50-75K,1,False,False,,False
4031,100-125K,5,True,False,,False
4032,50-75K,2,False,False,,False
4033,<50K,4,True,False,,False
4034,125K+,2,True,False,,False
4035,<50K,2,True,False,,False
4036,125K+,2,False,False,,False
4037,125K+,3,True,True,2.0,True
4038,100-125K,2,False,True,9.0,False
4039,75-100K,4,False,False,,False
4040,75-100K,1,True,True,10.0,False
4041,125K+,3,False,False,,False
4042,50-75K,2,False,False,,False
4043,50-75K,1,False,False,,False
4044,75-100K,2,False,False,,False
4045,50-75K,2,False,False,,False
4046,50-75K,1,False,False,,False
4047,50-75K,1,False,False,,False
4048,75-100K,2,False,False,,False
4049,125K+,2,True,True,7.0,False
4050,<50K,2,False,False,,False
4051,125K+,1,False,False,,False
4052,100-125K,1,False,False,,False
4053,125K+,5,False,True,5.0,True
4054,75-100K,5,False,False,,False
4055,100-125K,2,False,False,,False
4056,<50K,5,False,False,,False
4057,100-125K,3,False,False,,False
4058,<50K,1,True,False,,False
4059,125K+,1,False,False,,False
4060,125K+,4,False,False,,False
4061,50-75K,3,True,False,,False
4062,<50K,4,False,False,,False
4063,100-125K,4,False,False,,False
4064,50-75K,2,True,False,,False
4065,125K+,1,False,False,,False
4066,<50K,1,False,True,6.0,False
4067,<50K,1,False,False,,False
4068,125K+,1,False,False,,False
4069,100-125K,2,True,False,,False
4070,125K+,1,False,False,,False
4071,50-75K,1,False,True,11.0,True
4072,100-125K,2,False,False,,False
4073,75-100K,2,False,False,,False
4074,75-100K,2,False,False,,False
4075,100-125K,2,False,False,,False
4076,75-100K,3,True,False,,False
4077,50-75K,5,False,True,7.0,False
4078,50-75K,1,True,False,,False
4079,100-125K,1,False,False,,False
4080,50-75K,4,False,False,,False
4081,100-125K,2,False,False,,False
4082,50-75K,3,False,False,,False
4083,75-100K,1,False,False,,False
4084,100-125K,4,False,False,,False
4085,<50K,4,False,False,,False
4086,<50K,3,False,False,,False
4087,<50K,1,False,False,,False
4088,75-100K,4,False,False,,False
4089,125K+,4,True,False,,False
4090,<50K,3,False,False,,False
4091,100-125K,1,False,True,5.0,False
4092,50-75K,4,True,False,,False
4093,75-100K,1,False,False,,False
4094,125K+,1,False,False,,False
4095,50-75K,2,False,False,,False
4096,50-75K,1,True,False,,False
4097,<50K,3,False,False,,False
4098,<50K,2,False,False,,False
4099,50-75K,1,False,True,5.0,False
4100,<50K,3,False,True,6.0,True
4101,75-100K,4,False,False,,False
4102,50-75K,1,False,False,,False
4103,75-100K,2,False,False,,False
4104,<50K,2,False,False,,False
4105,50-75K,2,True,False,,False
4106,75-100K,2,False,False,,False
4107,125K+,2,False,False,,False
4108,<50K,1,False,False,,False
4109,125K+,5,True,False,,False
4110,75-100K,2,False,False,,False
4111,75-100K,2,False,False,,False
4112,75-100K,2,False,False,,False
4113,<50K,2,False,False,,False
4114,<50K,2,True,False,,False
4115,75-100K,2,False,False,,False
4116,50-75K,2,False,False,,False
4117,125K+,1,False,False,,False
4118,50-75K,1,True,True,8.0,False
4119,<50K,2,True,False,,False
4120,100-125K,4,False,True,2.0,False
4121,50-75K,1,True,False,,False
4122,75-100K,1,False,False,,False
4123,100-125K,1,False,True,11.0,True
4124,125K+,5,False,False,,False
4125,100-125K,4,False,True,10.0,False
4126,100-125K,2,False,True,9.0,False
4127,100-125K,4,False,True,10.0,True
4128,125K+,2,True,False,,False
4129,50-75K,5,False,True,5.0,True
4130,<50K,2,False,True,4.0,True
4131,50-75K,1,False,False,,False
4132,<50K,3,False,True,8.0,True
4133,75-100K,2,True,False,,False
4134,75-100K,2,False,False,,False
4135,75-100K,2,False,False,,False
4136,<50K,2,False,False,,False
4137,100-125K,1,False,True,4.0,True
4138,50-75K,1,True,False,,False
4139,75-100K,4,True,False,,False
4140,75-100K,4,True,False,,False
4141,50-75K,5,True,False,,False
4142,<50K,3,True,True,2.0,True
4143,<50K,3,False,False,,False
4144,125K+,2,False,False,,False
4145,125K+,1,False,False,,False
4146,75-100K,1,True,False,,False
4147,<50K,2,False,False,,False
4148,50-75K,4,False,False,,False
4149,100-125K,1,False,False,,False
4150,100-125K,4,False,False,,False
4151,<50K,2,False,False,,False
4152,<50K,3,True,False,,False
4153,100-125K,1,False,False,,False
4154,50-75K,1,True,False,,False
4155,50-75K,5,False,False,,False
4156,<50K,1,False,False,,False
4157,75-100K,2,False,False,,False
4158,125K+,1,False,False,,False
4159,125K+,1,True,False,,False
4160,75-100K,1,False,True,5.0,True
4161,75-100K,3,False,True,5.0,False
4162,<50K,2,False,False,,False
4163,75-100K,2,False,False,,False
4164,50-75K,1,False,False,,False
4165,75-100K,4,True,False,,False
4166,50-75K,3,True,False,,False
4167,50-75K,1,True,False,,False
4168,<50K,2,False,False,,False
4169,50-75K,1,False,False,,False
4170,<50K,4,False,False,,False
4171,<50K,3,True,False,,False
4172,125K+,4,False,False,,False
4173,50-75K,1,True,False,,False
4174,75-100K,2,False,False,,False
4175,125K+,1,True,False,,False
4176,125K+,2,False,False,,False
4177,75-100K,2,False,False,,False
4178,100-125K,1,True,False,,False
4179,50-75K,3,True,False,,False
4180,50-75K,2,False,True,4.0,True
4181,50-75K,4,True,False,,False
4182,100-125K,1,False,False,,False
4183,100-125K,4,False,False,,False
4184,50-75K,5,False,False,,False
4185,<50K,4,False,False,,False
4186,75-100K,3,False,False,,False
4187,<50K,4,False,False,,False
4188,75-100K,2,False,False,,False
4189,100-125K,1,True,False,,False
4190,100-125K,3,False,False,,False
4191,100-125K,3,False,False,,False
4192,125K+,5,False,False,,False
4193,75-100K,2,True,False,,False
4194,100-125K,1,True,False,,False
4195,75-100K,3,True,False,,False
4196,<50K,5,False,False,,False
4197,<50K,1,False,False,,False
4198,50-75K,2,False,True,3.0,False
4199,50-75K,2,True,False,,False
4200,75-100K,1,True,False,,False
4201,125K+,1,True,False,,False
4202,<50K,2,False,False,,False
4203,<50K,4,False,False,,False
4204,125K+,1,False,False,,False
4205,<50K,2,False,False,,False
4206,75-100K,3,True,False,,False
4207,75-100K,5,False,False,,False
4208,75-100K,5,False,True,11.0,True
4209,<50K,2,True,True,5.0,False
4210,<50K,5,True,True,9.0,False
4211,<50K,1,False,False,,False
4212,75-100K,3,True,False,,False
4213,75-100K,3,False,False,,False
4214,50-75K,1,False,False,,False
4215,75-100K,2,False,False,,False
4216,125K+,1,False,False,,False
4217,<50K,4,True,False,,False
4218,75-100K,2,True,False,,False
4219,100-125K,2,False,False,,False
4220,50-75K,1,False,False,,False
4221,50-75K,1,False,False,,False
4222,75-100K,5,False,True,9.0,False
4223,125K+,3,False,False,,False
4224,100-125K,5,True,True,9.0,False
4225,75-100K,2,False,False,,False
4226,100-125K,1,False,False,,False
4227,50-75K,2,False,False,,False
4228,75-100K,2,False,False,,False
4229,50-75K,1,True,False,,False
4230,<50K,3,True,False,,False
4231,100-125K,2,False,False,,False
4232,75-100K,1,False,False,,False
4233,50-75K,2,False,False,,False
4234,125K+,2,False,False,,False
4235,<50K,3,False,False,,False
4236,50-75K,2,True,True,6.0,True
4237,<50K,2,False,False,,False
4238,100-125K,1,True,False,,False
4239,100-125K,4,False,False,,False
4240,50-75K,4,False,False,,False
4241,100-125K,3,True,False,,False
4242,50-75K,1,False,False,,False
4243,100-125K,2,False,False,,False
4244,50-75K,2,True,False,,False
4245,50-75K,5,False,False,,False
4246,125K+,5,True,False,,False
4247,50-75K,4,False,False,,False
4248,<50K,1,True,False,,False
4249,75-100K,5,False,False,,False
4250,125K+,2,False,False,,False
4251,50-75K,4,False,True,8.0,False
4252,<50K,2,False,False,,False
4253,50-75K,2,True,False,,False
4254,75-100K,2,True,False,,False
4255,<50K,1,False,False,,False
4256,75-100K,2,False,False,,False
4257,125K+,4,False,False,,False
4258,50-75K,1,False,False,,False
4259,50-75K,1,False,False,,False
4260,50-75K,1,False,False,,False
4261,<50K,2,True,False,,False
4262,125K+,5,True,False,,False
4263,50-75K,1,False,True,1.0,True
4264,50-75K,1,False,True,1.0,False
4265,75-100K,4,True,False,,False
4266,50-75K,4,True,False,,False
4267,75-100K,1,False,False,,False
4268,<50K,3,True,False,,False
4269,100-125K,3,False,False,,False
4270,125K+,3,True,False,,False
4271,75-100K,2,True,False,,False
4272,125K+,5,False,False,,False
4273,<50K,1,False,False,,False
4274,75-100K,1,False,False,,False
4275,75-100K,2,False,False,,False
4276,75-100K,2,True,False,,False
4277,50-75K,4,False,False,,False
4278,50-75K,2,True,True,7.0,True
4279,<50K,1,False,False,,False
4280,50-75K,2,False,False,,False
4281,<50K,2,True,False,,False
4282,100-125K,5,True,True,12.0,False
4283,<50K,2,False,True,5.0,True
4284,<50K,3,False,False,,False
4285,75-100K,3,False,False,,False
4286,75-100K,3,True,False,,False
4287,125K+,3,False,False,,False
4288,75-100K,1,True,False,,False
4289,50-75K,4,True,False,,False
4290,100-125K,3,False,False,,False
4291,75-100K,3,False,False,,False
4292,<50K,5,False,False,,False
4293,75-100K,4,False,False,,False
4294,125K+,4,False,True,2.0,False
4295,50-75K,5,False,False,,False
4296,50-75K,1,False,False,,False
4297,<50K,2,False,False,,False
4298,<50K,2,False,True,4.0,True
4299,50-75K,2,False,False,,False
4300,75-100K,4,False,False,,False
4301,<50K,3,False,False,,False
4302,125K+,3,True,False,,False
4303,100-125K,5,True,False,,False
4304,75-100K,1,False,False,,False
4305,125K+,3,False,False,,False
4306,<50K,2,False,False,,False
4307,75-100K,2,True,False,,False
4308,75-100K,1,False,False,,False
4309,125K+,4,True,False,,False
4310,100-125K,2,False,True,4.0,False
4311,50-75K,4,True,False,,False
4312,125K+,2,False,False,,False
4313,<50K,1,True,False,,False
4314,125K+,2,False,True,6.0,True
4315,125K+,2,False,False,,False
4316,<50K,5,False,False,,False
4317,100-125K,1,True,False,,False
4318,<50K,5,True,False,,False
4319,50-75K,5,False,False,,False
4320,75-100K,5,False,False,,False
4321,75-100K,2,False,True,8.0,False
4322,125K+,5,True,False,,False
4323,100-125K,2,False,False,,False
4324,75-100K,1,False,False,,False
4325,100-125K,1,False,False,,False
4326,125K+,5,False,False,,False
4327,<50K,1,False,False,,False
4328,125K+,2,False,False,,False
4329,<50K,1,False,True,3.0,True
4330,100-125K,2,False,False,,False
4331,50-75K,1,False,False,,False
4332,<50K,4,True,False,,False
4333,50-75K,2,False,False,,False
4334,75-100K,4,False,True,12.0,False
4335,50-75K,3,False,False,,False
4336,<50K,5,False,False,,False
4337,75-100K,2,True,False,,False
4338,125K+,3,False,False,,False
4339,50-75K,2,False,False,,False
4340,<50K,2,False,False,,False
4341,50-75K,4,True,False,,False
4342,<50K,3,False,True,12.0,False
4343,125K+,4,False,False,,False
4344,125K+,3,False,False,,False
4345,75-100K,1,False,False,,False
4346,50-75K,3,True,False,,False
4347,100-125K,1,True,False,,False
4348,75-100K,2,False,False,,False
4349,125K+,3,False,False,,False
4350,75-100K,5,True,False,,False
4351,100-125K,1,False,True,7.0,False
4352,75-100K,1,False,False,,False
4353,50-75K,1,False,True,2.0,False
4354,125K+,2,True,False,,False
4355,75-100K,4,False,False,,False
4356,75-100K,4,False,True,9.0,False
4357,50-75K,3,False,True,12.0,True
4358,75-100K,4,False,False,,False
4359,75-100K,2,False,False,,False
4360,<50K,1,False,True,7.0,True
4361,<50K,1,True,False,,False
4362,75-100K,4,False,False,,False
4363,100-125K,3,True,False,,False
4364,75-100K,3,False,True,1.0,False
4365,50-75K,2,False,False,,False
4366,75-100K,2,False,False,,False
4367,<50K,5,True,False,,False
4368,50-75K,1,True,False,,False
4369,<50K,3,False,False,,False
4370,<50K,2,False,False,,False
4371,<50K,1,True,False,,False
4372,50-75K,3,False,False,,False
4373,<50K,2,True,True,4.0,False
4374,50-75K,3,True,False,,False
4375,75-100K,3,True,False,,False
4376,75-100K,2,False,False,,False
4377,50-75K,3,True,False,,False
4378,125K+,2,True,False,,False
4379,<50K,2,True,True,2.0,False
4380,75-100K,3,False,False,,False
4381,<50K,2,False,False,,False
4382,<50K,1,True,False,,False
4383,75-100K,4,False,False,,False
4384,75-100K,2,True,True,10.0,False
4385,125K+,4,False,False,,False
4386,75-100K,4,True,False,,False
4387,125K+,2,True,False,,False
4388,<50K,2,True,False,,False
4389,<50K,2,True,False,,False
4390,<50K,2,False,False,,False
4391,<50K,4,False,False,,False
4392,75-100K,3,False,False,,False
4393,75-100K,1,True,False,,False
4394,<50K,2,False,False,,False
4395,125K+,5,True,False,,False
4396,125K+,2,False,False,,False
4397,50-75K,3,False,False,,False
4398,<50K,3,False,False,,False
4399,<50K,2,True,True,5.0,True
4400,<50K,2,False,False,,False
4401,<50K,3,True,False,,False
4402,75-100K,2,True,False,,False
4403,50-75K,2,True,False,,False
4404,50-75K,3,True,False,,False
4405,125K+,3,False,False,,False
4406,100-125K,1,False,True,9.0,True
4407,125K+,1,False,False,,False
4408,<50K,2,False,False,,False
4409,50-75K,2,True,False,,False
4410,75-100K,2,True,False,,False
4411,<50K,2,False,True,3.0,False
4412,<50K,1,False,False,,False
4413,100-125K,2,True,False,,False
4414,75-100K,2,False,False,,False
4415,50-75K,2,False,False,,False
4416,75-100K,2,False,False,,False
4417,50-75K,2,False,True,5.0,False
4418,<50K,4,False,False,,False
4419,50-75K,1,False,False,,False
4420,<50K,3,False,True,11.0,False
4421,<50K,4,True,False,,False
4422,125K+,2,False,False,,False
4423,75-100K,4,False,False,,False
4424,100-125K,1,False,False,,False
4425,50-75K,2,False,False,,False
4426,50-75K,2,False,False,,False
4427,50-75K,1,True,False,,False
4428,<50K,2,False,False,,False
4429,<50K,2,False,False,,False
4430,100-125K,3,True,False,,False
4431,100-125K,5,True,False,,False
4432,75-100K,1,False,False,,False
4433,75-100K,2,False,False,,False
4434,125K+,2,False,False,,False
4435,<50K,2,False,False,,False
4436,50-75K,3,False,False,,False
4437,50-75K,2,True,False,,False
4438,100-125K,1,False,False,,False
4439,125K+,3,False,False,,False
4440,50-75K,4,False,False,,False
4441,125K+,2,True,False,,False
4442,125K+,2,False,True,10.0,True
4443,50-75K,1,False,False,,False
4444,50-75K,1,False,False,,False
4445,50-75K,1,False,False,,False
4446,125K+,2,False,False,,False
4447,<50K,4,False,True,2.0,False
4448,100-125K,2,False,False,,False
4449,50-75K,1,True,False,,False
4450,100-125K,1,False,False,,False
4451,50-75K,2,False,False,,False
4452,75-100K,2,True,False,,False
4453,125K+,2,False,False,,False
4454,100-125K,2,True,True,4.0,False
4455,125K+,2,True,False,,False
4456,<50K,1,False,False,,False
4457,100-125K,1,False,False,,False
4458,<50K,1,False,False,,False
4459,50-75K,1,False,False,,False
4460,75-100K,1,True,True,2.0,False
4461,50-75K,2,True,False,,False
4462,75-100K,3,False,True,8.0,True
4463,125K+,3,False,False,,False
4464,<50K,2,True,True,7.0,False
4465,100-125K,4,False,True,7.0,True
4466,50-75K,2,False,False,,False
4467,<50K,4,False,False,,False
4468,<50K,2,False,False,,False
4469,125K+,2,True,False,,False
4470,125K+,2,True,False,,False
4471,125K+,1,False,True,7.0,False
4472,125K+,5,False,False,,False
4473,<50K,1,True,False,,False
4474,50-75K,2,False,False,,False
4475,75-100K,2,False,False,,False
4476,75-100K,1,True,False,,False
4477,50-75K,1,False,False,,False
4478,50-75K,1,True,False,,False
4479,75-100K,2,False,False,,False
4480,75-100K,4,False,False,,False
4481,<50K,2,True,False,,False
4482,75-100K,1,True,False,,False
4483,75-100K,3,False,False,,False
4484,75-100K,5,False,False,,False
4485,<50K,1,False,False,,False
4486,100-125K,1,True,False,,False
4487,<50K,5,False,False,,False
4488,50-75K,1,False,False,,False
4489,100-125K,2,True,False,,False
4490,75-100K,1,False,False,,False
4491,50-75K,5,False,False,,False
4492,100-125K,5,False,False,,False
4493,75-100K,4,True,False,,False
4494,100-125K,2,True,False,,False
4495,100-125K,2,False,False,,False
4496,75-100K,1,False,False,,False
4497,75-100K,4,False,False,,False
4498,<50K,4,False,False,,False
4499,50-75K,2,False,False,,False
4500,50-75K,3,True,False,,False
4501,75-100K,1,True,False,,False
4502,75-100K,2,False,False,,False
4503,50-75K,3,False,False,,False
